LCA Material ID,LCA Material Name,Stage,Oekobaudat Link,LCA massValue,Oekobaudat massValue,massValue Difference,massValue Difference Percentage,LCA GWP,Oekobaudat GWP,GWP Difference,GWP Difference Percentage,LCA ODP,Oekobaudat ODP,ODP Difference,ODP Difference Percentage,LCA POCP,Oekobaudat POCP,POCP Difference,POCP Difference Percentage,LCA AP,Oekobaudat AP,AP Difference,AP Difference Percentage,LCA EP,Oekobaudat EP,EP Difference,EP Difference Percentage,LCA ADPE,Oekobaudat ADPE,ADPE Difference,ADPE Difference Percentage,LCA ADPF,Oekobaudat ADPF,ADPF Difference,ADPF Difference Percentage,LCA PERT,Oekobaudat PERT,PERT Difference,PERT Difference Percentage,LCA PENRT,Oekobaudat PENRT,PENRT Difference,PENRT Difference Percentage,LCA RSF,Oekobaudat RSF,RSF Difference,RSF Difference Percentage,LCA NRSF,Oekobaudat NRSF,NRSF Difference,NRSF Difference Percentage
0973f221-2284-4892-ae3d-1b8c2986b6dd,"Afretningslag , cementbaseret",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=0973f221-2284-4892-ae3d-1b8c2986b6dd,1.0,2400.0,2399.0,239900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
0973f221-2284-4892-ae3d-1b8c2986b6dd,"Afretningslag , cementbaseret",C4,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=0973f221-2284-4892-ae3d-1b8c2986b6dd,1.0,2400.0,2399.0,239900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
e98995e0-f945-4fea-849f-cec0aff6cb0c,"Afretningslag , hårdeplast",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e98995e0-f945-4fea-849f-cec0aff6cb0c,1.0,1800.0,1799.0,179900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
e98995e0-f945-4fea-849f-cec0aff6cb0c,"Afretningslag , hårdeplast",C4,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e98995e0-f945-4fea-849f-cec0aff6cb0c,1.0,1800.0,1799.0,179900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
93eb05bd-e607-46de-8d7b-e0727f8d2400,"Aluminium , plade og profil , Genanvendelse",C4,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=93eb05bd-e607-46de-8d7b-e0727f8d2400,1.0,2700.0,2699.0,269900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
93eb05bd-e607-46de-8d7b-e0727f8d2400,"Aluminium , plade og profil , Genanvendelse",D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=93eb05bd-e607-46de-8d7b-e0727f8d2400,1.0,2700.0,2699.0,269900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
e9ae96ee-ba8d-420d-9725-7c8abd06e082,Armeringsnet,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e9ae96ee-ba8d-420d-9725-7c8abd06e082,1.0,7850.0,7849.0,784900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
85de02e5-2782-4050-9c01-c5de3849fbce,"Asfalt , bærelag",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=85de02e5-2782-4050-9c01-c5de3849fbce,1.0,2350.0,2349.0,234900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
85de02e5-2782-4050-9c01-c5de3849fbce,"Asfalt , bærelag",C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=85de02e5-2782-4050-9c01-c5de3849fbce,1.0,2350.0,2349.0,234900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
85de02e5-2782-4050-9c01-c5de3849fbce,"Asfalt , bærelag",D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=85de02e5-2782-4050-9c01-c5de3849fbce,1.0,2350.0,2349.0,234900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
b1efabb9-6371-4b96-9ee2-d1f11f9f3b25,Beslag til dreje - kip vinduer ( aluminium ),A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b1efabb9-6371-4b96-9ee2-d1f11f9f3b25,1647.0,1.65,-1645.35,-99.89981785063752%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
72c69944-5250-4269-ad34-2e20e5e38231,Beslag til lodrette skydevinduer,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=72c69944-5250-4269-ad34-2e20e5e38231,9.32,0.932,-8.388,-89.99999999999999%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
00c28f1f-1d49-4c81-9208-138922a1dd6c,Beslag til vandrette skydevinduer,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=00c28f1f-1d49-4c81-9208-138922a1dd6c,696.0,0.696,-695.304,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,"Betonrer , armeret",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,1.0,2400.0,2399.0,239900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,"Betonrer , armeret",C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,1.0,2400.0,2399.0,239900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,"Betonrer , armeret",D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,1.0,2400.0,2399.0,239900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
0eada728-b626-4f79-ba67-020635b4e67f,"Betonrer , u - armeret",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=0eada728-b626-4f79-ba67-020635b4e67f,1.0,2400.0,2399.0,239900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
0eada728-b626-4f79-ba67-020635b4e67f,"Betonrer , u - armeret",C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=0eada728-b626-4f79-ba67-020635b4e67f,1.0,2400.0,2399.0,239900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
0eada728-b626-4f79-ba67-020635b4e67f,"Betonrer , u - armeret",D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=0eada728-b626-4f79-ba67-020635b4e67f,1.0,2400.0,2399.0,239900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6b6b68f8-34a4-4a0f-97ee-714bf106c3e0,Bindelag,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6b6b68f8-34a4-4a0f-97ee-714bf106c3e0,1.0,210.0,209.0,20900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6b6b68f8-34a4-4a0f-97ee-714bf106c3e0,Bindelag,C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6b6b68f8-34a4-4a0f-97ee-714bf106c3e0,1.0,210.0,209.0,20900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6b6b68f8-34a4-4a0f-97ee-714bf106c3e0,Bindelag,D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6b6b68f8-34a4-4a0f-97ee-714bf106c3e0,1.0,210.0,209.0,20900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
d596ddf7-aaf3-44cc-b7ae-faedc8d0870a,Blyplader,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d596ddf7-aaf3-44cc-b7ae-faedc8d0870a,1.0,11342.0,11341.0,1134100.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
fbb81ecc-f707-4afb-bcce-758b6be6d337,Boksventilator 30.000 m³ / h,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=fbb81ecc-f707-4afb-bcce-758b6be6d337,167.8000002,168.0,0.1999998000000005,0.1191893919914313%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
fbb81ecc-f707-4afb-bcce-758b6be6d337,Boksventilator 30.000 m³ / h,C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=fbb81ecc-f707-4afb-bcce-758b6be6d337,167.8000002,168.0,0.1999998000000005,0.1191893919914313%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
fbb81ecc-f707-4afb-bcce-758b6be6d337,Boksventilator 30.000 m³ / h,D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=fbb81ecc-f707-4afb-bcce-758b6be6d337,167.8000002,168.0,0.1999998000000005,0.1191893919914313%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
fbb81ecc-f707-4afb-bcce-758b6be6d337,"Boksventilator 30.000 m³ / h ,",C4,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=fbb81ecc-f707-4afb-bcce-758b6be6d337,167.8000002,168.0,0.1999998000000005,0.1191893919914313%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4d37d8f4-13db-418d-820d-5cf08f050eff,"Brugsvandsrer , rustfast stål",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=4d37d8f4-13db-418d-820d-5cf08f050eff,1.0,7850.0,7849.0,784900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
efabdf2d-993e-418c-ba86-85a3a91562a2,Decentralt ventilationsanlæg med varmegenvinding ( ...,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=efabdf2d-993e-418c-ba86-85a3a91562a2,3691.0,3.691,-3687.309,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
efabdf2d-993e-418c-ba86-85a3a91562a2,Decentralt ventilationsanlæg med varmegenvinding ( ...,C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=efabdf2d-993e-418c-ba86-85a3a91562a2,3691.0,3.691,-3687.309,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
efabdf2d-993e-418c-ba86-85a3a91562a2,Decentralt ventilationsanlæg med varmegenvinding ( ...,C4,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=efabdf2d-993e-418c-ba86-85a3a91562a2,3691.0,3.691,-3687.309,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
efabdf2d-993e-418c-ba86-85a3a91562a2,Decentralt ventilationsanlæg med varmegenvinding ( ...,D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=efabdf2d-993e-418c-ba86-85a3a91562a2,3691.0,3.691,-3687.309,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4009e128-93ef-4835-8a51-2db91a6c7849,"Downlight armatur , 18W ( CFL , G24d )",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=4009e128-93ef-4835-8a51-2db91a6c7849,703.0,0.703,-702.297,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4009e128-93ef-4835-8a51-2db91a6c7849,"Downlight armatur , 18W ( CFL , G24d )",C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=4009e128-93ef-4835-8a51-2db91a6c7849,703.0,0.703,-702.297,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4009e128-93ef-4835-8a51-2db91a6c7849,"Downlight armatur , 18W ( CFL , G24d )",D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=4009e128-93ef-4835-8a51-2db91a6c7849,703.0,0.703,-702.297,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3749834e-307f-4cb2-b903-4ef4bd463446,"Ekspanderet Ler , sand",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=3749834e-307f-4cb2-b903-4ef4bd463446,1.0,500.0,499.0,49900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
b76ded67-067b-47f6-b131-a73db86039b0,Ekspanderet skifer,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b76ded67-067b-47f6-b131-a73db86039b0,1.0,600.0,599.0,59900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41ecf1e2-3edd-41ab-8616-68a856c815a5,Fastgørelsesmidler / skruer i rustfrit stål,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=41ecf1e2-3edd-41ab-8616-68a856c815a5,1.0,7850.0,7849.0,784900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
e24f9f47-8580-45c2-b16d-45145d65a813,Fibercementplade,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e24f9f47-8580-45c2-b16d-45145d65a813,13.0,1300.0,1287.0,9900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
e24f9f47-8580-45c2-b16d-45145d65a813,Fibercementplade,C4,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e24f9f47-8580-45c2-b16d-45145d65a813,13.0,1300.0,1287.0,9900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
bc8d8fd4-6c25-4bd6-bcbf-6f994e8e5753,"Fugemasse , Silikone",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bc8d8fd4-6c25-4bd6-bcbf-6f994e8e5753,1.0,1100.0,1099.0,109900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
bc8d8fd4-6c25-4bd6-bcbf-6f994e8e5753,"Fugemasse , Silikone",C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bc8d8fd4-6c25-4bd6-bcbf-6f994e8e5753,1.0,1100.0,1099.0,109900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
bc8d8fd4-6c25-4bd6-bcbf-6f994e8e5753,"Fugemasse , Silikone",D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bc8d8fd4-6c25-4bd6-bcbf-6f994e8e5753,1.0,1100.0,1099.0,109900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
d05d595c-7542-42e2-9a02-df9c8c75e567,Gas varmepumpe ( luft ) 20-70 kW,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d05d595c-7542-42e2-9a02-df9c8c75e567,156.82,157.0,0.18000000000000682,0.11478127789823162%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
d05d595c-7542-42e2-9a02-df9c8c75e567,Gas varmepumpe ( luft ) 20-70 kW,C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d05d595c-7542-42e2-9a02-df9c8c75e567,156.82,157.0,0.18000000000000682,0.11478127789823162%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
d05d595c-7542-42e2-9a02-df9c8c75e567,Gas varmepumpe ( luft ) 20-70 kW,D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d05d595c-7542-42e2-9a02-df9c8c75e567,156.82,157.0,0.18000000000000682,0.11478127789823162%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
d05d595c-7542-42e2-9a02-df9c8c75e567,Gas varmepumpe ( luft ) 20-70 KW,C4,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d05d595c-7542-42e2-9a02-df9c8c75e567,156.82,157.0,0.18000000000000682,0.11478127789823162%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
dd5333e6-ee1b-470c-be48-017a8753a80a,Gitterlampe 2x T8-36W ( LFL ),A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=dd5333e6-ee1b-470c-be48-017a8753a80a,5829.0,5.829,-5823.171,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
dd5333e6-ee1b-470c-be48-017a8753a80a,Gitterlampe 2x T8-36W ( LFL ),C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=dd5333e6-ee1b-470c-be48-017a8753a80a,5829.0,5.829,-5823.171,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
dd5333e6-ee1b-470c-be48-017a8753a80a,Gitterlampe 2x T8-36W ( LFL ),D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=dd5333e6-ee1b-470c-be48-017a8753a80a,5829.0,5.829,-5823.171,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
a051b8eb-5e03-486a-b9c3-bfc9d19234de,"Glasfiber - forstærket plast , polyester ( 30 % fiberandel ) ...",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=a051b8eb-5e03-486a-b9c3-bfc9d19234de,1.0,1400.0,1399.0,139900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
a051b8eb-5e03-486a-b9c3-bfc9d19234de,"Glasfiber - forstærket plast , polyester ( 30 % fiberandel ) ...",C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=a051b8eb-5e03-486a-b9c3-bfc9d19234de,1.0,1400.0,1399.0,139900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
a051b8eb-5e03-486a-b9c3-bfc9d19234de,"Glasfiber - forstærket plast , polyester ( 30 % fiberandel ) ...",D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=a051b8eb-5e03-486a-b9c3-bfc9d19234de,1.0,1400.0,1399.0,139900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3a99d696-4911-45da-9f80-647ce214bca0,Grunder til silikonespuds,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=3a99d696-4911-45da-9f80-647ce214bca0,1.0,1550.0,1549.0,154900.0%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
